library,precision,k,policy,iteration,time,GFLOPS
mkl,d,19000,spread,4,21.907239,626.185703
mkl,d,19000,spread,5,21.744519,630.871610
mkl,d,20000,false,1,22.661423,706.045686
mkl,d,20000,false,2,23.372106,684.576725
mkl,d,20000,false,3,20.589690,777.087956
mkl,d,20000,false,4,20.913348,765.061642
mkl,d,20000,false,5,19.154166,835.327418
mkl,d,20000,close,1,23.770948,673.090534
mkl,d,20000,close,2,24.240210,660.060286
mkl,d,20000,close,3,20.625646,775.733279
mkl,d,20000,close,4,23.863897,670.468866
mkl,d,20000,close,5,23.571598,678.782990
mkl,d,20000,spread,1,19.794240,808.315975
mkl,d,20000,spread,2,20.284440,788.781929
mkl,d,20000,spread,3,24.077254,664.527610
mkl,d,20000,spread,4,18.343692,872.234463
mkl,d,20000,spread,5,24.161324,662.215374
oblas,f,2000,false,1,0.016458,972.174069
oblas,f,2000,false,2,0.013850,1155.235158
oblas,f,2000,false,3,0.016678,959.328604
oblas,f,2000,false,4,0.013757,1163.007916
oblas,f,2000,false,5,0.013501,1185.111708
oblas,f,2000,close,1,0.011979,1335.635301
oblas,f,2000,close,2,0.011627,1376.091359
oblas,f,2000,close,3,0.012169,1314.824440
oblas,f,2000,close,4,0.011672,1370.811432
oblas,f,2000,close,5,0.011870,1347.892482
oblas,f,2000,spread,1,0.011707,1366.728782
oblas,f,2000,spread,2,0.011945,1339.439615
